id,make_model_trim_id,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,make_model_trim
537,537,electric,electric,,,402,,486.0,,,,,all wheel drive,1-speed direct drive,"{'id': 537, 'make_model_id': 94, 'year': 2023, 'name': 'Plus', 'description': 'Plus 4dr SUV AWD (electric DD)', 'msrp': 56250, 'invoice': 56250, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 94, 'make_id': 23, 'name': 'XC40 Recharge Twin Pure Electric', 'make': {'id': 23, 'name': 'Volvo'}}}"
538,538,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 538, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Core', 'description': 'B5 Core 4dr SUV (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 43450, 'invoice': 40843, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
539,539,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 539, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Plus Dark', 'description': 'B5 Plus Dark 4dr SUV (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 47700, 'invoice': 44838, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
540,540,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 540, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Plus Bright', 'description': 'B5 Plus Bright 4dr SUV (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 47700, 'invoice': 44838, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
541,541,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 541, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Ultimate Dark', 'description': 'B5 Ultimate Dark 4dr SUV (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 53500, 'invoice': 50290, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
542,542,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 542, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Ultimate Bright', 'description': 'B5 Ultimate Bright 4dr SUV (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 53500, 'invoice': 50290, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
543,543,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 543, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Core', 'description': 'B5 Core 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 45750, 'invoice': 43005, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
544,544,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 544, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Plus Dark', 'description': 'B5 Plus Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 50000, 'invoice': 47000, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
545,545,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 545, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Plus Bright', 'description': 'B5 Plus Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 50000, 'invoice': 47000, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
546,546,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 546, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Ultimate Dark', 'description': 'B5 Ultimate Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 55800, 'invoice': 52452, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
547,547,mild hybrid,premium unleaded (recommended),I4,2.0,247,5400.0,258.0,1800.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 547, 'make_model_id': 95, 'year': 2023, 'name': 'B5 Ultimate Bright', 'description': 'B5 Ultimate Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 55800, 'invoice': 52452, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
548,548,mild hybrid,premium unleaded (required),I4,2.0,316,5700.0,310.0,2100.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 548, 'make_model_id': 95, 'year': 2023, 'name': 'B6 Ultimate Dark', 'description': 'B6 Ultimate Dark 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 59050, 'invoice': 55507, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
549,549,mild hybrid,premium unleaded (required),I4,2.0,316,5700.0,310.0,2100.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 549, 'make_model_id': 95, 'year': 2023, 'name': 'B6 Ultimate Bright', 'description': 'B6 Ultimate Bright 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 59050, 'invoice': 55507, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
550,550,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 550, 'make_model_id': 95, 'year': 2023, 'name': 'Recharge T8 Core Bright', 'description': 'Recharge T8 Core Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 57200, 'invoice': 53768, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
551,551,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 551, 'make_model_id': 95, 'year': 2023, 'name': 'Recharge T8 Plus Dark', 'description': 'Recharge T8 Plus Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 61450, 'invoice': 57763, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
552,552,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 552, 'make_model_id': 95, 'year': 2023, 'name': 'Recharge T8 Plus Bright', 'description': 'Recharge T8 Plus Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 61450, 'invoice': 57763, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
553,553,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 553, 'make_model_id': 95, 'year': 2023, 'name': 'Recharge T8 Ultimate Dark', 'description': 'Recharge T8 Ultimate Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 66950, 'invoice': 62933, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
554,554,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 554, 'make_model_id': 95, 'year': 2023, 'name': 'Recharge T8 Ultimate Bright', 'description': 'Recharge T8 Ultimate Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 66950, 'invoice': 62933, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
555,555,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 555, 'make_model_id': 95, 'year': 2023, 'name': 'T8 Polestar Engineered', 'description': 'T8 Polestar Engineered 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 74150, 'invoice': 69701, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 95, 'make_id': 23, 'name': 'XC60', 'make': {'id': 23, 'name': 'Volvo'}}}"
556,556,mild hybrid,premium unleaded (recommended),I4,2.0,247,5500.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 556, 'make_model_id': 96, 'year': 2023, 'name': 'B5 Core', 'description': 'B5 Core 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 56000, 'invoice': 52640, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
557,557,mild hybrid,premium unleaded (recommended),I4,2.0,247,5500.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 557, 'make_model_id': 96, 'year': 2023, 'name': 'B5 Plus Bright', 'description': 'B5 Plus Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A)', 'msrp': 59900, 'invoice': 56306, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
558,558,mild hybrid,premium unleaded (recommended),I4,2.0,295,5700.0,310.0,2200.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 558, 'make_model_id': 96, 'year': 2023, 'name': 'B6 Plus Bright', 'description': 'B6 Plus Bright 4dr SUV AWD w/6 Passenger Seating (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 63900, 'invoice': 60066, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
559,559,mild hybrid,premium unleaded (recommended),I4,2.0,295,5700.0,310.0,2200.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 559, 'make_model_id': 96, 'year': 2023, 'name': 'B6 Core', 'description': 'B6 Core 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 60900, 'invoice': 57246, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
560,560,mild hybrid,premium unleaded (recommended),I4,2.0,295,5700.0,310.0,2200.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 560, 'make_model_id': 96, 'year': 2023, 'name': 'B6 Plus Bright', 'description': 'B6 Plus Bright 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 63400, 'invoice': 59596, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
561,561,mild hybrid,premium unleaded (recommended),I4,2.0,295,5700.0,310.0,2200.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 561, 'make_model_id': 96, 'year': 2023, 'name': 'B6 Ultimate Bright', 'description': 'B6 Ultimate Bright 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 69200, 'invoice': 65048, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
562,562,mild hybrid,premium unleaded (recommended),I4,2.0,295,5700.0,310.0,2200.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 562, 'make_model_id': 96, 'year': 2023, 'name': 'B6 Ultimate Bright', 'description': 'B6 Ultimate Bright 4dr SUV AWD w/6 Passenger Seating (2.0L 4cyl Twincharger gas/electric mild hybrid 8A)', 'msrp': 69700, 'invoice': 65518, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
563,563,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 563, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Plus Bright', 'description': 'Recharge T8 Plus Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 73600, 'invoice': 69184, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
564,564,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 564, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Plus Bright', 'description': 'Recharge T8 Plus Bright 4dr SUV AWD w/6 Passenger Seating (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 74100, 'invoice': 69654, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
565,565,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 565, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Ultimate Dark', 'description': 'Recharge T8 Ultimate Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 79400, 'invoice': 74636, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
566,566,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 566, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Ultimate Bright', 'description': 'Recharge T8 Ultimate Bright 4dr SUV AWD w/6 Passenger Seating (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 79900, 'invoice': 75106, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
567,567,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 567, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Core Bright', 'description': 'Recharge T8 Core Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 71900, 'invoice': 67586, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
568,568,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 568, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Plus Dark', 'description': 'Recharge T8 Plus Dark 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 73600, 'invoice': 69184, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
569,569,plug-in hybrid,premium unleaded (recommended),I4,2.0,455,6000.0,523.0,3000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed automatic,"{'id': 569, 'make_model_id': 96, 'year': 2023, 'name': 'Recharge T8 Ultimate Bright', 'description': 'Recharge T8 Ultimate Bright 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A)', 'msrp': 79400, 'invoice': 74636, 'created': '2022-08-30T22:19:56-04:00', 'modified': '2022-08-30T22:19:56-04:00', 'make_model': {'id': 96, 'make_id': 23, 'name': 'XC90', 'make': {'id': 23, 'name': 'Volvo'}}}"
570,570,gas,premium unleaded (recommended),I4,2.4,201,6800.0,180.0,3600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed automated manual,"{'id': 570, 'make_model_id': 97, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/Premium Package (2.4L 4cyl 8AM)', 'msrp': 29300, 'invoice': 28209, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 97, 'make_id': 1, 'name': 'ILX', 'make': {'id': 1, 'name': 'Acura'}}}"
571,571,gas,premium unleaded (recommended),I4,2.4,201,6800.0,180.0,3600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed automated manual,"{'id': 571, 'make_model_id': 97, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/Premium and A-Spec Packages (2.4L 4cyl 8AM)', 'msrp': 31300, 'invoice': 30065, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 97, 'make_id': 1, 'name': 'ILX', 'make': {'id': 1, 'name': 'Acura'}}}"
572,572,gas,premium unleaded (recommended),I4,2.4,201,6800.0,180.0,3600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed automated manual,"{'id': 572, 'make_model_id': 97, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan (2.4L 4cyl 8AM)', 'msrp': 27300, 'invoice': 26629, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 97, 'make_id': 1, 'name': 'ILX', 'make': {'id': 1, 'name': 'Acura'}}}"
573,573,gas,premium unleaded (recommended),I4,2.4,201,6800.0,180.0,3600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed automated manual,"{'id': 573, 'make_model_id': 97, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/Technology and A-Spec Packages (2.4L 4cyl 8AM)', 'msrp': 33200, 'invoice': 31887, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 97, 'make_id': 1, 'name': 'ILX', 'make': {'id': 1, 'name': 'Acura'}}}"
574,574,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),front wheel drive,10-speed shiftable automatic,"{'id': 574, 'make_model_id': 2, 'year': 2022, 'name': 'Base', 'description': '4dr SUV (3.5L 6cyl 10A)', 'msrp': 48000, 'invoice': 46772, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
575,575,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),all wheel drive,10-speed shiftable automatic,"{'id': 575, 'make_model_id': 2, 'year': 2022, 'name': 'SH-AWD A-Spec', 'description': 'SH-AWD A-Spec 4dr SUV AWD (3.5L 6cyl 10A)', 'msrp': 58400, 'invoice': 54827, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
576,576,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),all wheel drive,10-speed shiftable automatic,"{'id': 576, 'make_model_id': 2, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/Technology Package (3.5L 6cyl 10A)', 'msrp': 54900, 'invoice': 51659, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
577,577,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),all wheel drive,10-speed shiftable automatic,"{'id': 577, 'make_model_id': 2, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD (3.5L 6cyl 10A)', 'msrp': 50200, 'invoice': 48913, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
578,578,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),all wheel drive,10-speed shiftable automatic,"{'id': 578, 'make_model_id': 2, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/Advance Package (3.5L 6cyl 10A)', 'msrp': 61950, 'invoice': 58027, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
579,579,gas,premium unleaded (recommended),V6,3.5,290,6200.0,267.0,4700.0,24.0,Variable,Single overhead cam (SOHC),front wheel drive,10-speed shiftable automatic,"{'id': 579, 'make_model_id': 2, 'year': 2022, 'name': 'Base', 'description': '4dr SUV w/Technology Package (3.5L 6cyl 10A)', 'msrp': 52700, 'invoice': 49592, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
580,580,gas,premium unleaded (recommended),V6,3.0,355,5500.0,354.0,1400.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 580, 'make_model_id': 2, 'year': 2022, 'name': 'Type S', 'description': 'Type S 4dr SUV AWD (3.0L 6cyl Turbo 10A)', 'msrp': 66700, 'invoice': 62472, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
581,581,gas,premium unleaded (recommended),V6,3.0,355,5500.0,354.0,1400.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 581, 'make_model_id': 2, 'year': 2022, 'name': 'Type S', 'description': 'Type S 4dr SUV AWD w/Advance Package (3.0L 6cyl Turbo 10A)', 'msrp': 72050, 'invoice': 67477, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 2, 'make_id': 1, 'name': 'MDX', 'make': {'id': 1, 'name': 'Acura'}}}"
582,582,hybrid,premium unleaded (required),V6,3.5,600,6500.0,492.0,2000.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed automated manual,"{'id': 582, 'make_model_id': 98, 'year': 2022, 'name': 'Type S', 'description': 'Type S 2dr Coupe AWD (3.5L 6cyl Turbo gas/electric hybrid 9AM)', 'msrp': 169500, 'invoice': 157190, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 98, 'make_id': 1, 'name': 'NSX', 'make': {'id': 1, 'name': 'Acura'}}}"
